PaymentNr;SalesOrderNr;CustomerNr;CustomerName;PaymentDate;Value
33954;4387;0017100003;Domestic Customer US 3;2021-11-11T00:00:00.000Z;1000.0
33955;4538;USCU_S11;Bike World;2021-12-06T00:00:00.000Z;12760.0
33956;4539;USCU_L04;Quotex;2022-01-18T00:00:00.000Z;21560.0
33957;4540;USCU_S04;Fit Cycles;2021-12-09T00:00:00.000Z;27675.0
33958;4541;USCU_S12;Century Cycles;2021-12-11T00:00:00.000Z;10800.0
33959;4542;USCU_S15;Northside Bikes;2021-12-11T00:00:00.000Z;23625.0
33960;4400;0017186001;US TM Customer1;2021-11-16T00:00:00.000Z;877.5
33961;4543;USCU_L02;Toys4U;2022-01-11T00:00:00.000Z;8100.0
33962;4544;USCU_L06;Dexon;2022-01-19T00:00:00.000Z;2025.0
33963;4545;USCU_L10;CostClub;2022-01-28T00:00:00.000Z;2700.0
33964;4546;USCU_S10;Turbo Bikes;2021-12-09T00:00:00.000Z;28056.0
33965;4547;USCU_S01;Performance Bikes;2021-12-07T00:00:00.000Z;13026.0
33966;4405;0017100003;Domestic Customer US 3;2021-11-12T00:00:00.000Z;1000.0
33967;4406;0017100003;Domestic Customer US 3;2021-11-12T00:00:00.000Z;0.0
33968;4407;0017100003;Domestic Customer US 3;2021-11-12T00:00:00.000Z;200.0
33969;4408;EWM17-CU01;EWM Domestic Customer 01;2021-11-12T00:00:00.000Z;90.0
33970;4409;EWM17-CU01;EWM Domestic Customer 01;2021-11-12T00:00:00.000Z;90.0
33971;4410;0017100003;Domestic Customer US 3;2021-11-12T00:00:00.000Z;90.0
33972;4411;0017100001;Domestic US Customer 1;2021-11-20T00:00:00.000Z;175.5
33973;4548;USCU_L05;Bluestar Corp;2022-01-16T00:00:00.000Z;3006.0
33974;4549;USCU_S16;Gogo Bikes;2021-12-06T00:00:00.000Z;57114.0
33975;4414;0017100004;Domestic Customer US 4;2021-11-12T00:00:00.000Z;175.5
33976;4416;0017100051;Foreign Customer 51 (CA);2021-11-12T00:00:00.000Z;598.4
33977;4418;0017100012;Domestic Customer Invoice List;2021-11-13T00:00:00.000Z;140.4
33978;4419;0017100013;Domestic Customer Invoice List;2021-11-13T00:00:00.000Z;140.4
33979;4420;0017100014;PAYER - Central;2021-11-13T00:00:00.000Z;140.4
33980;4421;0017100004;Domestic Customer US 4;2021-11-13T00:00:00.000Z;1500.0
33981;4422;0017100001;Domestic US Customer 1;2021-11-13T00:00:00.000Z;140.4
33982;4417;0017100004;Domestic Customer US 4;2021-11-12T00:00:00.000Z;1500.0
33983;4424;0017100004;Domestic Customer US 4;2021-11-13T00:00:00.000Z;17.55
33984;4425;0017100001;Domestic US Customer 1;2021-11-13T00:00:00.000Z;35.1
33985;4426;0017100002;Domestic US Customer 2;2021-11-13T00:00:00.000Z;87.75
33986;4427;0017100004;Domestic Customer US 4;2021-11-13T00:00:00.000Z;87.75
33987;4428;EWM17-CU01;EWM Domestic Customer 01;2021-11-14T00:00:00.000Z;210.0
33988;4429;EWM17-CU01;EWM Domestic Customer 01;2021-11-14T00:00:00.000Z;120.0
33989;4430;EWM17-CU01;EWM Domestic Customer 01;2021-11-14T00:00:00.000Z;13005.0
33990;4550;USCU_L03;Viadox;2022-01-27T00:00:00.000Z;16032.0
33991;4431;0017100001;Domestic US Customer 1;2021-11-14T00:00:00.000Z;169.0
33992;4423;0017100004;Domestic Customer US 4;2021-11-13T00:00:00.000Z;35.1
33993;4551;USCU_L10;CostClub;2022-01-12T00:00:00.000Z;1002.0
33994;4436;0017100003;Domestic Customer US 3;2021-11-22T00:00:00.000Z;15000.0
33995;4437;0017100003;Domestic Customer US 3;2021-11-15T00:00:00.000Z;1200.0
33996;4439;0017100003;Domestic Customer US 3;2021-11-15T00:00:00.000Z;87.75
33997;60000163;0017100003;Domestic Customer US 3;2021-11-15T00:00:00.000Z;-35.1
33998;60000164;0017100003;Domestic Customer US 3;2021-11-15T00:00:00.000Z;-35.1
33999;4552;USCU_S09;Greenhigh Bikes;2021-12-08T00:00:00.000Z;980.0
34000;4553;USCU_L10;CostClub;2022-01-25T00:00:00.000Z;11410.0
34001;4554;USCU_L03;Viadox;2022-01-28T00:00:00.000Z;210.0
34002;4443;0017100003;Domestic Customer US 3;2021-11-17T00:00:00.000Z;0.0
34003;4555;USCU_L08;Veracity;2022-01-11T00:00:00.000Z;43960.0
34004;4556;USCU_S14;Cityscape Cycles;2021-12-12T00:00:00.000Z;3500.0
34005;4557;USCU_S05;Greater Hartford Area;2021-12-12T00:00:00.000Z;4480.0
34006;4558;USCU_L09;Bigmart;2022-01-22T00:00:00.000Z;3120.0
34007;4559;USCU_S04;Fit Cycles;2021-12-11T00:00:00.000Z;4800.0
34008;4560;USCU_S09;Greenhigh Bikes;2021-12-09T00:00:00.000Z;6120.0
34009;4448;0017100003;Domestic Customer US 3;2021-11-27T00:00:00.000Z;3510.0
34010;4450;0017100003;Domestic Customer US 3;2021-11-27T00:00:00.000Z;4387.5
34011;4452;0017100003;Domestic Customer US 3;2021-11-18T00:00:00.000Z;3000.0
34012;4453;0017100003;Domestic Customer US 3;2021-11-18T00:00:00.000Z;1404.0
34013;4455;0017100009;Domestic US Customer 9;2021-11-18T00:00:00.000Z;1053.0
34014;4454;0017100003;Domestic Customer US 3;2021-11-18T00:00:00.000Z;1228.5
34015;4561;USCU_L05;Bluestar Corp;2022-01-27T00:00:00.000Z;10680.0
34016;4456;0017100001;Domestic US Customer 1;2021-12-02T00:00:00.000Z;1690.0
34017;4457;0017100003;Domestic Customer US 3;2021-12-02T00:00:00.000Z;3380.0
34018;4413;0017100004;Domestic Customer US 4;2021-11-12T00:00:00.000Z;35.1
34019;4562;USCU_L01;Skymart Corp;2022-01-14T00:00:00.000Z;12120.0
34020;4563;USCU_L10;CostClub;2022-01-15T00:00:00.000Z;11680.0
34021;4564;USCU_S15;Northside Bikes;2021-12-09T00:00:00.000Z;1920.0
34022;4565;USCU_S09;Greenhigh Bikes;2021-12-13T00:00:00.000Z;1440.0
34023;4566;USCU_L03;Viadox;2022-01-27T00:00:00.000Z;5440.0
34024;4567;USCU_L07;Interlude Inc;2022-01-22T00:00:00.000Z;13600.0
34025;4568;USCU_S01;Performance Bikes;2021-12-13T00:00:00.000Z;640.0
34026;4580;USCU_L09;Bigmart;2022-01-23T00:00:00.000Z;5400.0
34027;4581;USCU_S10;Turbo Bikes;2021-12-09T00:00:00.000Z;88176.0
34028;4582;USCU_S03;Eastside Bikes;2021-12-13T00:00:00.000Z;47094.0
34029;4583;USCU_L03;Viadox;2022-01-30T00:00:00.000Z;18036.0
34030;4584;USCU_S15;Northside Bikes;2021-12-14T00:00:00.000Z;26052.0
34031;4585;USCU_L07;Interlude Inc;2022-01-20T00:00:00.000Z;4008.0
34032;4586;USCU_L09;Bigmart;2022-01-24T00:00:00.000Z;9018.0
34033;4587;USCU_L10;CostClub;2022-01-27T00:00:00.000Z;18900.0
34034;4588;USCU_S10;Turbo Bikes;2021-12-13T00:00:00.000Z;350.0
34035;4589;USCU_L01;Skymart Corp;2022-01-13T00:00:00.000Z;2240.0
34036;4590;USCU_L04;Quotex;2022-01-29T00:00:00.000Z;2030.0
34037;4591;USCU_S01;Performance Bikes;2021-12-14T00:00:00.000Z;3430.0
34038;4592;USCU_S17;Bikepros;2021-12-08T00:00:00.000Z;4620.0
34039;4593;USCU_S16;Gogo Bikes;2021-12-11T00:00:00.000Z;1320.0
34040;4594;USCU_L09;Bigmart;2022-01-22T00:00:00.000Z;3720.0
34041;4595;USCU_S02;Custom Sports;2021-12-14T00:00:00.000Z;3720.0
34042;4596;USCU_S07;Westend Cycles;2021-12-14T00:00:00.000Z;3840.0
34043;4597;USCU_L05;Bluestar Corp;2022-01-19T00:00:00.000Z;3600.0
34044;4598;USCU_L02;Toys4U;2022-01-15T00:00:00.000Z;8040.0
34045;4599;USCU_S11;Bike World;2021-12-12T00:00:00.000Z;1280.0
34046;4600;USCU_L08;Veracity;2022-01-16T00:00:00.000Z;8640.0
34047;4601;USCU_S16;Gogo Bikes;2021-12-12T00:00:00.000Z;160.0
34048;4602;USCU_S02;Custom Sports;2021-12-14T00:00:00.000Z;160.0
34049;4603;USCU_L02;Toys4U;2022-01-22T00:00:00.000Z;5760.0
34050;4604;USCU_L10;CostClub;2022-01-16T00:00:00.000Z;1120.0
34051;4605;0017100001;Domestic US Customer 1;2021-11-21T00:00:00.000Z;175.5
34052;4606;0017100001;Domestic US Customer 1;2021-11-25T00:00:00.000Z;3535.0
34053;4459;USCU_L09;Bigmart;2022-01-19T00:00:00.000Z;16280.0
34054;4607;0017100001;Domestic US Customer 1;2021-11-25T00:00:00.000Z;353.5
34055;4608;0017100001;Domestic US Customer 1;2021-11-25T00:00:00.000Z;8000.0
34056;4609;0017100002;Domestic US Customer 2;2021-11-25T00:00:00.000Z;175.5
34057;4610;EWM17-CU01;EWM Domestic Customer 01;2021-12-26T00:00:00.000Z;30.0
34058;4611;EWM17-CU02;EWM Domestic Customer 02;2021-12-26T00:00:00.000Z;60.0
34059;4612;0017100001;Domestic US Customer 1;2021-11-27T00:00:00.000Z;17.55
34060;4613;EWM17-CU01;EWM Domestic Customer 01;2022-01-03T00:00:00.000Z;30.0
34061;4614;EWM17-CU02;EWM Domestic Customer 02;2021-11-27T00:00:00.000Z;60.0
34062;4616;0017100001;Domestic US Customer 1;2021-11-28T00:00:00.000Z;35.1
34063;4617;EWM17-CU01;EWM Domestic Customer 01;2021-12-27T00:00:00.000Z;30.0
34064;4618;EWM17-CU02;EWM Domestic Customer 02;2021-12-27T00:00:00.000Z;60.0
34065;4619;BP_US_01;John Miller;2021-11-28T00:00:00.000Z;87.75
34066;4621;0017100001;Domestic US Customer 1;2021-11-29T00:00:00.000Z;0.0
34067;4620;BP_US_01;John Miller;2021-11-28T00:00:00.000Z;240.0
34068;4623;BP_US_01;John Miller;2021-11-28T00:00:00.000Z;240.0
34069;4624;0017100001;Domestic US Customer 1;2021-11-29T00:00:00.000Z;712.0
30000;3974;0017100002;Domestic US Customer 2;2021-01-25T00:00:00.000Z;175.5
30001;4515;USCU_L01;Skymart Corp;2022-01-21T00:00:00.000Z;8400.0
30002;2564;USCU_S13;Rolling Bike Shop;2020-03-02T00:00:00.000Z;20631.0
30003;2565;USCU_L04;Quotex;2020-04-02T00:00:00.000Z;23805.0
30004;4;USCU_L10;CostClub;2017-12-21T00:00:00.000Z;20020.0
30005;2566;USCU_L09;Bigmart;2020-04-02T00:00:00.000Z;22218.0
30006;1859;0017100005;Domestic US Customer 5 (CMS);2019-11-01T00:00:00.000Z;175.5
30007;1862;0017100005;Domestic US Customer 5 (CMS);2019-11-01T00:00:00.000Z;175.5
30008;2567;USCU_S02;Custom Sports;2020-03-02T00:00:00.000Z;19044.0
30009;797;USCU_L03;Viadox;2019-01-16T00:00:00.000Z;10880.0
30010;2568;USCU_S17;Bikepros;2020-02-28T00:00:00.000Z;20631.0
30011;2056;0017100001;Domestic US Customer 1;2019-11-15T00:00:00.000Z;17.55
30012;1997;USCU_L09;Bigmart;2020-01-09T00:00:00.000Z;5010.0
30013;22;USCU_L10;CostClub;2017-12-19T00:00:00.000Z;9170.0
30014;23;USCU_S07;Westend Cycles;2017-11-06T00:00:00.000Z;9380.0
30015;24;USCU_S03;Eastside Bikes;2017-11-07T00:00:00.000Z;3990.0
30016;25;USCU_S15;Northside Bikes;2017-11-08T00:00:00.000Z;1470.0
30017;26;USCU_L04;Quotex;2017-12-10T00:00:00.000Z;15890.0
30018;27;USCU_L02;Toys4U;2017-12-24T00:00:00.000Z;13020.0
30019;28;USCU_L09;Bigmart;2017-12-17T00:00:00.000Z;9120.0
30020;29;USCU_S05;Greater Hartford Area;2017-11-10T00:00:00.000Z;4320.0
30021;30;USCU_S17;Bikepros;2017-11-04T00:00:00.000Z;2760.0
30022;31;USCU_L03;Viadox;2017-12-22T00:00:00.000Z;21960.0
30023;32;USCU_L08;Veracity;2017-12-09T00:00:00.000Z;15840.0
30024;33;USCU_S10;Turbo Bikes;2017-11-04T00:00:00.000Z;7320.0
30025;34;USCU_S06;Hub & Spokes Inc;2017-11-13T00:00:00.000Z;4160.0
30026;35;USCU_S09;Greenhigh Bikes;2017-11-13T00:00:00.000Z;800.0
30027;36;USCU_L01;Skymart Corp;2017-12-16T00:00:00.000Z;14720.0
30028;37;USCU_S15;Northside Bikes;2017-11-10T00:00:00.000Z;1440.0
30029;38;USCU_L04;Quotex;2017-12-25T00:00:00.000Z;8480.0
30030;39;USCU_L10;CostClub;2017-12-13T00:00:00.000Z;9600.0
30031;52;0017100002;Domestic US Customer 2;2017-10-27T00:00:00.000Z;35.1
30032;53;0017100002;Domestic US Customer 2;2017-10-27T00:00:00.000Z;17.55
30033;40;0017100003;Domestic Customer US 3;2017-10-19T00:00:00.000Z;17.55
30034;43;0017100003;Domestic Customer US 3;2017-10-19T00:00:00.000Z;52.65
30035;2144;0017100001;Domestic US Customer 1;2019-11-17T00:00:00.000Z;17.55
30036;54;0017100001;Domestic US Customer 1;2017-10-28T00:00:00.000Z;35.1
30037;55;0017100001;Domestic US Customer 1;2017-10-28T00:00:00.000Z;17.55
30038;1929;USCU_S13;Rolling Bike Shop;2019-11-20T00:00:00.000Z;9800.0
30039;1930;USCU_L09;Bigmart;2019-12-24T00:00:00.000Z;8540.0
30040;49;0017100001;Domestic US Customer 1;2017-10-26T00:00:00.000Z;67.6
30041;1957;0017100004;Domestic Customer US 4;2019-11-08T00:00:00.000Z;175.5
30042;2181;0017100001;Domestic US Customer 1;2019-11-14T00:00:00.000Z;87.75
30043;1931;USCU_L03;Viadox;2020-01-08T00:00:00.000Z;10500.0
30044;51;0017100002;Domestic US Customer 2;2017-10-27T00:00:00.000Z;35.1
30045;42;0017100009;Domestic US Customer 9;2017-10-19T00:00:00.000Z;17.55
30046;44;0017100003;Domestic Customer US 3;2017-10-19T00:00:00.000Z;175.5
30047;45;0017100003;Domestic Customer US 3;2017-10-19T00:00:00.000Z;175.5
30048;56;USCU_L09;Bigmart;2017-12-27T00:00:00.000Z;440.0
30049;57;USCU_L04;Quotex;2017-12-18T00:00:00.000Z;26840.0
30050;58;USCU_L03;Viadox;2017-12-25T00:00:00.000Z;6160.0
30051;59;USCU_S10;Turbo Bikes;2017-11-07T00:00:00.000Z;7480.0
30052;60;USCU_S03;Eastside Bikes;2017-11-07T00:00:00.000Z;7480.0
30053;61;USCU_S14;Cityscape Cycles;2017-11-14T00:00:00.000Z;6160.0
30054;62;USCU_S14;Cityscape Cycles;2017-11-14T00:00:00.000Z;25650.0
30055;63;USCU_S10;Turbo Bikes;2017-11-14T00:00:00.000Z;20925.0
30056;64;USCU_L06;Dexon;2017-12-13T00:00:00.000Z;5400.0
30057;65;USCU_L01;Skymart Corp;2017-12-14T00:00:00.000Z;8100.0
30058;66;USCU_S04;Fit Cycles;2017-11-14T00:00:00.000Z;4050.0
30059;67;USCU_L09;Bigmart;2017-12-20T00:00:00.000Z;4725.0
30060;68;USCU_S10;Turbo Bikes;2017-11-11T00:00:00.000Z;95190.0
30061;69;USCU_S17;Bikepros;2017-11-06T00:00:00.000Z;124248.0
30062;70;USCU_S02;Custom Sports;2017-11-08T00:00:00.000Z;47094.0
30063;71;USCU_L08;Veracity;2017-12-12T00:00:00.000Z;5010.0
30064;72;USCU_L03;Viadox;2017-12-17T00:00:00.000Z;7014.0
30065;73;USCU_L09;Bigmart;2017-12-29T00:00:00.000Z;11022.0
30066;74;USCU_L01;Skymart Corp;2017-12-12T00:00:00.000Z;2667.0
30067;75;USCU_S16;Gogo Bikes;2017-11-13T00:00:00.000Z;2667.0
30068;76;USCU_S10;Turbo Bikes;2017-11-08T00:00:00.000Z;13335.0
30069;77;USCU_L04;Quotex;2017-12-13T00:00:00.000Z;16002.0
30070;78;USCU_S01;Performance Bikes;2017-11-05T00:00:00.000Z;9779.0
30071;79;USCU_L06;Dexon;2017-12-20T00:00:00.000Z;25392.0
30072;80;USCU_L03;Viadox;2017-12-16T00:00:00.000Z;31740.0
30073;81;USCU_S02;Custom Sports;2017-11-06T00:00:00.000Z;157113.0
30074;82;USCU_S16;Gogo Bikes;2017-11-08T00:00:00.000Z;244398.0
30075;83;USCU_S12;Century Cycles;2017-11-11T00:00:00.000Z;79350.0
30076;84;USCU_L09;Bigmart;2017-12-11T00:00:00.000Z;3174.0
30077;85;USCU_S15;Northside Bikes;2017-11-06T00:00:00.000Z;11676.0
30078;86;USCU_S02;Custom Sports;2017-11-06T00:00:00.000Z;89516.0
30079;87;USCU_L02;Toys4U;2017-12-13T00:00:00.000Z;15568.0
30080;88;USCU_S08;Velocity Cycles;2017-11-10T00:00:00.000Z;3892.0
30081;89;USCU_S16;Gogo Bikes;2017-11-06T00:00:00.000Z;565.0
30082;90;USCU_S04;Fit Cycles;2017-11-09T00:00:00.000Z;565.0
30083;91;USCU_L10;CostClub;2017-12-12T00:00:00.000Z;1695.0
30084;92;USCU_S10;Turbo Bikes;2017-11-10T00:00:00.000Z;5650.0
30085;93;USCU_L02;Toys4U;2017-12-15T00:00:00.000Z;2260.0
30086;94;USCU_L08;Veracity;2017-12-17T00:00:00.000Z;11300.0
30087;95;USCU_S11;Bike World;2017-11-14T00:00:00.000Z;83517.0
30088;96;USCU_S01;Performance Bikes;2017-11-05T00:00:00.000Z;7954.0
30089;97;USCU_L05;Bluestar Corp;2017-12-19T00:00:00.000Z;51701.0
30090;98;USCU_L09;Bigmart;2017-12-10T00:00:00.000Z;23862.0
30091;99;USCU_S14;Cityscape Cycles;2017-11-14T00:00:00.000Z;7954.0
30092;100;USCU_L01;Skymart Corp;2017-12-23T00:00:00.000Z;7954.0
30093;101;USCU_S05;Greater Hartford Area;2017-11-07T00:00:00.000Z;54187.0
30094;102;USCU_S10;Turbo Bikes;2017-11-06T00:00:00.000Z;147079.0
30095;103;USCU_S14;Cityscape Cycles;2017-11-11T00:00:00.000Z;139338.0
30096;104;USCU_L09;Bigmart;2017-12-20T00:00:00.000Z;7741.0
30097;105;USCU_L09;Bigmart;2017-12-19T00:00:00.000Z;350.0
30098;106;USCU_L02;Toys4U;2017-12-17T00:00:00.000Z;2730.0
30099;107;USCU_S16;Gogo Bikes;2017-11-08T00:00:00.000Z;2800.0
30100;108;USCU_L07;Interlude Inc;2017-12-18T00:00:00.000Z;2100.0
30101;109;USCU_S06;Hub & Spokes Inc;2017-11-14T00:00:00.000Z;3080.0
30102;110;USCU_S07;Westend Cycles;2017-11-11T00:00:00.000Z;10780.0
30103;111;USCU_L09;Bigmart;2017-12-13T00:00:00.000Z;9840.0
30104;112;USCU_S07;Westend Cycles;2017-11-14T00:00:00.000Z;1680.0
30105;113;USCU_S16;Gogo Bikes;2017-11-05T00:00:00.000Z;600.0
30106;114;USCU_L03;Viadox;2017-12-10T00:00:00.000Z;10440.0
30107;115;USCU_S04;Fit Cycles;2017-11-11T00:00:00.000Z;12000.0
30108;116;USCU_L05;Bluestar Corp;2017-12-16T00:00:00.000Z;11160.0
30109;117;USCU_S10;Turbo Bikes;2017-11-12T00:00:00.000Z;2880.0
30110;118;USCU_S06;Hub & Spokes Inc;2017-11-05T00:00:00.000Z;2560.0
30111;119;USCU_L03;Viadox;2017-12-18T00:00:00.000Z;13920.0
30112;120;USCU_S16;Gogo Bikes;2017-11-09T00:00:00.000Z;1920.0
30113;121;USCU_L05;Bluestar Corp;2017-12-21T00:00:00.000Z;5920.0
30114;122;USCU_L09;Bigmart;2017-12-24T00:00:00.000Z;9440.0
30115;145;0010100001;Inlandskunde DE 1;2017-11-16T00:00:00.000Z;17.55
30116;1932;USCU_S15;Northside Bikes;2019-11-20T00:00:00.000Z;3850.0
30117;127;0017100003;Domestic Customer US 3;2017-11-02T00:00:00.000Z;0.0
30118;200000000;0017100003;Domestic Customer US 3;2017-11-02T00:00:00.000Z;70.2
30119;2569;USCU_L02;Toys4U;2020-04-19T00:00:00.000Z;20631.0
30120;1933;USCU_L10;CostClub;2020-01-08T00:00:00.000Z;11400.0
30121;1934;USCU_L02;Toys4U;2020-01-10T00:00:00.000Z;20160.0
30122;1561;USCU_L01;Skymart Corp;2019-12-06T00:00:00.000Z;3556.0
30123;1579;USCU_L01;Skymart Corp;2019-12-16T00:00:00.000Z;28250.0
30124;1603;USCU_L01;Skymart Corp;2019-12-06T00:00:00.000Z;6400.0
30125;1935;USCU_S14;Cityscape Cycles;2019-11-18T00:00:00.000Z;3240.0
30126;1936;USCU_L08;Veracity;2020-01-10T00:00:00.000Z;16680.0
30127;1551;USCU_L02;Toys4U;2019-12-07T00:00:00.000Z;15525.0
30128;1567;USCU_L02;Toys4U;2019-12-01T00:00:00.000Z;155526.0
30129;1574;USCU_L02;Toys4U;2019-12-13T00:00:00.000Z;46704.0
30130;1588;USCU_L02;Toys4U;2019-12-15T00:00:00.000Z;23223.0
30131;1937;USCU_S01;Performance Bikes;2019-11-22T00:00:00.000Z;14760.0
30132;1938;USCU_S13;Rolling Bike Shop;2019-11-24T00:00:00.000Z;2280.0
30133;1601;USCU_L02;Toys4U;2019-12-07T00:00:00.000Z;240.0
30134;1407;USCU_S02;Custom Sports;2019-10-27T00:00:00.000Z;60750.0
30135;1408;USCU_L04;Quotex;2019-12-04T00:00:00.000Z;10800.0
30136;1409;USCU_S16;Gogo Bikes;2019-10-27T00:00:00.000Z;41850.0
30137;1410;USCU_L03;Viadox;2019-12-15T00:00:00.000Z;17550.0
30138;1411;USCU_L10;CostClub;2019-12-12T00:00:00.000Z;9450.0
30139;1412;USCU_S13;Rolling Bike Shop;2019-10-27T00:00:00.000Z;6012.0
30140;1939;USCU_S08;Velocity Cycles;2019-11-20T00:00:00.000Z;3200.0
30141;1940;USCU_L04;Quotex;2019-12-23T00:00:00.000Z;18400.0
30142;1414;USCU_L07;Interlude Inc;2019-12-13T00:00:00.000Z;2004.0
30143;1415;USCU_S17;Bikepros;2019-10-30T00:00:00.000Z;2004.0
30144;1416;USCU_L02;Toys4U;2019-12-09T00:00:00.000Z;24048.0
30145;1417;USCU_L10;CostClub;2019-12-12T00:00:00.000Z;15030.0
30146;1418;USCU_L09;Bigmart;2019-12-18T00:00:00.000Z;27559.0
30147;1419;USCU_L03;Viadox;2019-12-11T00:00:00.000Z;10668.0
30148;1420;USCU_L06;Dexon;2019-12-12T00:00:00.000Z;47117.0
30149;1421;USCU_S16;Gogo Bikes;2019-11-02T00:00:00.000Z;5334.0
30150;1941;USCU_S03;Eastside Bikes;2019-11-23T00:00:00.000Z;1440.0
30151;1942;USCU_S15;Northside Bikes;2019-11-23T00:00:00.000Z;480.0
30152;1422;USCU_S11;Bike World;2019-10-25T00:00:00.000Z;9779.0
30153;1424;USCU_L06;Dexon;2019-12-09T00:00:00.000Z;9522.0
30154;1425;USCU_S13;Rolling Bike Shop;2019-11-02T00:00:00.000Z;65067.0
30155;1426;USCU_S02;Custom Sports;2019-10-25T00:00:00.000Z;88872.0
30156;1427;USCU_S14;Cityscape Cycles;2019-10-27T00:00:00.000Z;6348.0
30157;1428;USCU_L02;Toys4U;2019-12-15T00:00:00.000Z;80937.0
30158;1429;USCU_L07;Interlude Inc;2019-12-12T00:00:00.000Z;23352.0
30159;1430;USCU_S13;Rolling Bike Shop;2019-10-27T00:00:00.000Z;35028.0
30160;1432;USCU_L03;Viadox;2019-12-15T00:00:00.000Z;23352.0
30161;1433;USCU_L09;Bigmart;2019-12-13T00:00:00.000Z;18760.0
30162;1943;USCU_L01;Skymart Corp;2019-12-22T00:00:00.000Z;12800.0
30163;1944;USCU_L10;CostClub;2019-12-23T00:00:00.000Z;7680.0
30164;1434;USCU_L01;Skymart Corp;2019-12-16T00:00:00.000Z;1750.0
30165;1435;USCU_S14;Cityscape Cycles;2019-10-29T00:00:00.000Z;1120.0
30166;1436;USCU_L07;Interlude Inc;2019-12-13T00:00:00.000Z;25410.0
30167;1437;USCU_S01;Performance Bikes;2019-10-31T00:00:00.000Z;1120.0
30168;1438;USCU_S11;Bike World;2019-10-25T00:00:00.000Z;8820.0
30169;1439;USCU_S10;Turbo Bikes;2019-10-29T00:00:00.000Z;1560.0
30170;659;USCU_S04;Fit Cycles;2018-11-19T00:00:00.000Z;0.0
30171;1441;USCU_L07;Interlude Inc;2019-11-30T00:00:00.000Z;16080.0
30172;1442;USCU_S15;Northside Bikes;2019-10-25T00:00:00.000Z;600.0
30173;1443;USCU_L02;Toys4U;2019-12-01T00:00:00.000Z;39360.0
30174;1444;USCU_L09;Bigmart;2019-12-10T00:00:00.000Z;18240.0
30175;1445;USCU_S09;Greenhigh Bikes;2019-10-28T00:00:00.000Z;2400.0
30176;1446;USCU_S01;Performance Bikes;2019-10-26T00:00:00.000Z;1280.0
30177;1447;USCU_L08;Veracity;2019-12-12T00:00:00.000Z;13600.0
30178;1448;USCU_L02;Toys4U;2019-12-11T00:00:00.000Z;15200.0
30179;1449;USCU_S17;Bikepros;2019-10-30T00:00:00.000Z;1120.0
30180;431;USCU_S04;Fit Cycles;2018-05-07T00:00:00.000Z;0.0
30181;477;USCU_S04;Fit Cycles;2018-05-08T00:00:00.000Z;0.0
30182;1450;USCU_L09;Bigmart;2019-11-29T00:00:00.000Z;2560.0
30183;1473;USCU_L02;Toys4U;2019-12-12T00:00:00.000Z;80937.0
30184;1474;USCU_L07;Interlude Inc;2019-12-07T00:00:00.000Z;23352.0
30185;126;0017100001;Domestic US Customer 1;2017-11-02T00:00:00.000Z;35.1
30186;485;USCU_S04;Fit Cycles;2018-05-06T00:00:00.000Z;0.0
30187;146;0010100001;Inlandskunde DE 1;2017-11-16T00:00:00.000Z;50.0
30188;148;0017100001;Domestic US Customer 1;2017-11-16T00:00:00.000Z;17.55
30189;149;0017100001;Domestic US Customer 1;2017-11-16T00:00:00.000Z;440.0
30190;130;0017100100;Domestic US Customer Direct Debit;2017-11-03T00:00:00.000Z;17.55
30191;41;0017100008;Domestic US Customer 8;2017-10-19T00:00:00.000Z;17.55
30192;150;0017100001;Domestic US Customer 1;2017-11-16T00:00:00.000Z;17.55
30193;2;0017100003;Domestic Customer US 3;2017-10-16T00:00:00.000Z;175.5
30194;152;USCU_S11;Bike World;2017-12-06T00:00:00.000Z;7000.0
30195;154;USCU_S01;Performance Bikes;2017-12-03T00:00:00.000Z;78000.0
30196;156;USCU_L02;Toys4U;2018-01-14T00:00:00.000Z;14400.0
30197;233;0017100001;Domestic US Customer 1;2017-12-07T00:00:00.000Z;48.5
30198;2570;USCU_L03;Viadox;2020-04-03T00:00:00.000Z;54488.0
30199;2612;EWM17-CU01;EWM Domestic Customer 01;2020-02-20T00:00:00.000Z;15.0
30200;1188;0017100001;Domestic US Customer 1;2019-03-30T00:00:00.000Z;0.0
30201;707;0017186002;US TM Customer2;2018-11-09T00:00:00.000Z;0.0
30202;141;0017100005;Domestic US Customer 5 (CMS);2017-11-12T00:00:00.000Z;263.25
30203;2132;0017100003;Domestic Customer US 3;2019-11-16T00:00:00.000Z;175.5
30204;419;0017100001;Domestic US Customer 1;2018-03-31T00:00:00.000Z;351.0
30205;420;0017100002;Domestic US Customer 2;2018-03-31T00:00:00.000Z;175.5
30206;416;0017100001;Domestic US Customer 1;2018-03-26T00:00:00.000Z;17.55
30207;388;0017100001;Domestic US Customer 1;2018-03-23T00:00:00.000Z;70.2
30208;169;0017100001;Domestic US Customer 1;2017-11-26T00:00:00.000Z;87.75
30209;468;USCU_L09;Bigmart;2018-06-20T00:00:00.000Z;1400.0
30210;469;USCU_L01;Skymart Corp;2018-06-23T00:00:00.000Z;7070.0
30211;470;USCU_S10;Turbo Bikes;2018-05-06T00:00:00.000Z;6160.0
30212;471;USCU_L05;Bluestar Corp;2018-06-13T00:00:00.000Z;21910.0
